genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g67	0.629728	0.367208	0.474368	0.557066	0.536357	0.47225	0.528105	0.682486	0.556238	0.588639	0.561528	0.653316	0.508081	0.633371	0.394221	0.475576	0.540207	0.479633	0.669341	0.259651	0.497407	0.658574	0.354758	0.686426	0.411543	0.255028	0.688159	0.625172	0.501976	0.421475	0.496172	0.567232	0.278261	0.640254	0.337747	0.490897	0.442343	0.336731	0.498879	0.436176	0.476796	0.72467	0.454434	0.621074	0.186988	0.279426	0.557895	0.639282	0.435841	0.830892	1.50953	1.95996	-1.86678	-1.95996	-1.21347	-0.767414	0.386265	0.250884	0.852107	-0.651894	0.0743737	0.560155	0.0452374	-1.17037	-0.35673	-1.04525	-0.0965358	-1.57158	0.443044	1.92815	0.721343	1.48694	0.348498	0.696416	0.0597532	0.536191	0.366672	0.416838	0.529976	0.300685	0.373796	0.540771	0.450296	0.441639	0.433223	0.57396	0.593635	0.7642	0.623627	0.580737	0.523215	0.422371	0.34759	0.384424	0.309842	0.482378	0.410134	0.498036	0.511949	0.452028	0.531257	0.36473	0.50875	0.529758	0.709893	0.624882	0.53872	0.45819	0.434424	0.35526	0.478809	0.377576	0.325183	0.580002	0.5677	0.551961	0.521401	0.453816	0.41061	0.511856	0.471864	0.614859	0.664525	0.432589	0.352554	0.583709	0.523772	0.521942	0.383641	0.666357	0.483762	0.618653	0.317392	0.422238	0.277872	0.487523	0.508522	0.504545	0.466034	0.585596	0.599267	0.641512	0.482249	0.538534	0.484808	0.513547	0.474087	0.291431	0.413615	0.326369	0.488928	0.538621	0.477774	0.503163	0.466719	0.702738	0.410367	0.534394	0.381108	0.597204	0.540792	0.649906	0.0939933	0.543726	0.571973	0.591713	0.552437	0.731408	0.48038	0.313581	0.821929	0.715573	0.553717	0.361086	0.468548	0.491202	0.26749	0.392313	0.523752	0.375645	0.451613	0.433722	0.490746	0.612212	0.478599	0.527108	0.385006	0.443205	0.352663	0.59932	0.597205	0.731256	0.428766	0.281359	0.50265	0.45459	0.527504	0.630237	0.508176	0.585696
g68	0.445093	0.784647	0.255094	0.438201	0.471219	0.427227	0.382737	0.431483	0.534714	0.314903	0.451785	0.446118	0.655007	0.338209	0.574452	0.501519	0.511887	0.366261	0.466944	0.429459	0.527928	0.482634	0.553473	0.0899622	0.38473	0.360158	0.521969	0.425635	0.304828	0.39727	0.717611	0.374346	0.585018	0.39272	0.483815	0.614622	0.411695	0.362231	0.538782	0.45206	0.309861	0.685161	0.669282	0.5263	0.510981	0.629117	0.621257	0.407876	0.508439	0.406543	-1.23118	-1.11098	-1.43859	-1.95996	-1.48044	-1.37933	0.385501	-0.307054	0.582146	0.528358	0.648848	0.973054	0.941717	0.706794	0.854495	0.64804	1.575	1.17227	1.90608	1.95996	0.788598	1.04274	0.121402	0.592772	-0.0711598	0.523884	0.491255	0.579069	0.653001	0.590232	0.490042	0.265622	0.592977	0.45645	0.343336	0.383689	0.732034	0.467529	0.60184	0.520754	0.407769	0.423603	0.492614	0.520288	0.405723	0.255677	0.462794	0.36636	0.480384	0.82478	0.741384	0.567524	0.368879	0.514628	0.31065	0.308629	0.606885	0.506161	0.124865	0.466438	0.309949	0.67587	0.598742	0.308099	0.542373	0.545734	0.533376	0.488469	0.527002	0.41679	0.426198	0.484789	0.219512	0.635509	0.394649	0.578991	0.244405	0.595909	0.501738	0.351143	0.331704	0.48271	0.622851	0.521709	0.49523	0.457772	0.413869	0.364982	0.576861	0.530084	0.633447	0.387038	0.490593	0.686262	0.371787	0.279461	0.213186	0.349693	0.43523	0.509985	0.503443	0.353093	0.597616	0.529398	0.546749	0.424951	0.489135	0.431804	0.628298	0.275224	0.497467	0.354219	0.371889	0.337236	0.384673	0.295638	0.216774	0.568128	0.367761	0.309838	0.517605	0.639438	0.273105	0.605229	0.501954	0.844907	0.570563	0.608795	0.486219	0.368589	0.729352	0.431622	0.535531	0.478593	0.76866	0.313067	0.399285	0.45555	0.544111	0.527147	0.484895	0.611815	0.419362	0.461545	0.421144	0.358409	0.439562	0.575651	0.571941	0.386553
g69	0.539342	0.686636	0.504168	0.604477	0.163863	0.334758	0.320284	0.294831	0.465114	0.448303	0.386312	0.463305	0.552929	0.392723	0.352307	0.411361	0.71306	0.32576	0.586595	0.456724	0.319388	0.600141	0.491311	0.553514	0.564831	0.725749	0.599278	0.65914	0.377532	0.588806	0.237787	0.425834	0.381977	0.517349	0.557482	0.247292	0.305158	0.52146	0.614857	0.433739	0.465308	0.523236	0.456935	0.524577	0.589174	0.362261	0.129014	0.531277	0.497905	0.366649	-1.95996	-1.69456	-1.7823	-1.95706	-1.34455	-0.857092	-0.688477	-0.739848	-0.194033	-0.390465	0.202526	0.758103	0.646062	0.119058	0.937095	0.538559	1.46565	1.14274	1.16259	1.83719	1.83426	1.95996	0.880376	1.21741	0.709716	0.516265	0.466661	0.551263	0.706199	0.328213	0.32703	0.400768	0.691393	0.336803	0.488099	0.451923	0.532521	0.655976	0.280252	0.388486	0.465861	0.549996	0.560204	0.705966	0.508852	0.564535	0.721797	0.525931	0.401727	0.355063	0.589208	0.454509	0.568539	0.501227	0.469764	0.325506	0.417571	0.520744	0.390483	0.67757	0.483405	0.348858	0.376527	0.475003	0.533295	0.345854	0.515902	0.567612	0.705126	0.521283	0.66577	0.491503	0.447919	0.33365	0.387583	0.317016	0.42222	0.390104	0.494257	0.759717	0.265971	0.523596	0.567906	0.510886	0.499948	0.563278	0.476045	0.56214	0.447515	0.471179	0.525429	0.480443	0.54381	0.550493	0.512467	0.422076	0.628791	0.495546	0.405658	0.41181	0.699304	0.278853	0.483585	0.422917	0.374352	0.607633	0.607486	0.482339	0.654648	0.711001	0.615063	0.360172	0.457056	0.388017	0.436914	0.381208	0.556003	0.60155	0.439598	0.671944	0.343254	0.408029	0.610854	0.407864	0.26258	0.372186	0.462823	0.742409	0.419372	0.451771	0.477952	0.499333	0.264969	0.548182	0.357154	0.446435	0.515618	0.511697	0.462797	0.630802	0.478582	0.384257	0.457432	0.212185	0.523617	0.431133	0.351488	0.392158	0.527416	0.623038
g70	0.665012	0.323249	0.550033	0.395474	0.671337	0.592327	0.308547	0.443547	0.655672	0.546746	0.293485	0.432795	0.681621	0.40225	0.0769035	0.477146	0.511348	0.59979	0.270013	0.534343	0.597623	0.493403	0.48516	0.708013	0.599126	0.628309	0.50886	0.562671	0.623456	0.453066	0.399852	0.556053	0.449605	0.495717	0.491842	0.47621	0.456275	0.418344	0.704899	0.443831	0.588366	0.314099	0.661088	0.379457	0.445118	0.490444	0.357205	0.577283	0.551522	0.786322	-0.106842	0.647833	0.199561	-0.964478	-0.939732	-0.435781	0.327578	-1.95996	0.095577	-0.297255	0.814106	1.95996	1.33181	-0.481471	1.73551	0.423382	0.60944	-0.431308	0.356956	1.44694	0.605474	1.46505	1.31752	1.92241	1.43897	0.498223	0.502057	0.441804	0.187331	0.56829	0.653516	0.644882	0.495743	0.444891	0.496542	0.428033	0.677531	0.36188	0.334597	0.4045	0.547832	0.720707	0.521384	0.761626	0.728205	0.445989	0.519127	0.593355	0.53969	0.512419	0.335067	0.386677	0.722198	0.331383	0.656127	0.552086	0.565965	0.521582	0.64429	0.475522	0.474869	0.402076	0.621386	0.633396	0.488321	0.478901	0.608405	0.708458	0.4444	0.409863	0.66475	0.585584	0.70045	0.312386	0.559467	0.387043	0.513192	0.402669	0.449639	0.48912	0.518885	0.474216	0.318421	0.582653	0.673948	0.326171	0.536612	0.705795	0.559187	0.564468	0.514393	0.520036	0.448785	0.33562	0.580901	0.416132	0.727997	0.484851	0.39553	0.699689	0.562596	0.509246	0.422332	0.406812	0.541111	0.450241	0.513044	0.666823	0.329563	0.620066	0.530892	0.51656	0.348392	0.214566	0.465726	0.397288	0.718336	0.490367	0.495034	0.484721	0.580998	0.577109	0.673904	0.407207	0.450354	0.516029	0.484456	0.646677	0.407799	0.294332	0.692912	0.347166	0.512481	0.50643	0.611654	0.570717	0.653132	0.257764	0.331353	0.598559	0.560609	0.376335	0.346777	0.42814	0.636057	0.448451	0.486844	0.189399	0.602425	0.52287
g71	0.585519	0.789319	0.355363	0.484331	0.696167	0.551858	0.552729	0.248883	0.41512	0.401137	0.532003	0.361559	0.25453	0.51514	0.664881	0.463367	0.493636	0.503155	0.436467	0.696306	0.384248	0.466177	0.463214	0.492538	0.395428	0.463569	0.499524	0.431432	0.547461	0.418274	0.317765	0.522002	0.707488	0.545267	0.565128	0.453228	0.551156	0.551413	0.267249	0.705983	0.445636	0.492855	0.554295	0.539341	0.509862	0.733823	0.588317	0.54118	0.630693	0.66843	-0.865421	-0.252273	-1.086	-1.95996	-0.728125	-0.347264	-0.112009	-1.09859	0.573084	0.369582	0.616207	0.9902	0.459983	0.0291203	0.545533	0.430349	1.28283	0.456698	1.0601	1.15566	1.09944	1.95996	1.30181	1.58373	0.886302	0.384204	0.278359	0.455938	0.587546	0.214406	0.441489	0.310623	0.263463	0.59752	0.53709	0.643621	0.443713	0.347309	0.626735	0.581047	0.28911	0.50601	0.405387	0.465577	0.434515	0.574633	0.634831	0.466044	0.408487	0.345128	0.538199	0.344914	0.438547	0.709658	0.619284	0.302892	0.688064	0.460199	0.436388	0.505152	0.640388	0.404518	0.563787	0.280265	0.489665	0.524489	0.233113	0.687453	0.343626	0.42876	0.604708	0.414266	0.343972	0.50182	0.706756	0.4748	0.260528	0.520247	0.492642	0.409592	0.397924	0.404392	0.466928	0.438277	0.388868	0.431426	0.395751	0.681934	0.451342	0.449122	0.591545	0.388776	0.571708	0.537078	0.390827	0.41186	0.399043	0.543726	0.462164	0.416575	0.376654	0.367824	0.579618	0.677898	0.52946	0.544041	0.180589	0.545811	0.48409	0.51878	0.486983	0.466675	0.66666	0.721532	0.783613	0.598023	0.589933	0.562446	0.700325	0.487652	0.40611	0.364236	0.515374	0.520163	0.675806	0.359937	0.552482	0.431155	0.522379	0.340309	0.523916	0.32882	0.440589	0.517096	0.451153	0.576796	0.505631	0.450536	0.509927	0.595416	0.585616	0.409757	0.566607	0.603243	0.692479	0.533617	0.501415	0.538429	0.628323	0.558327
g72	0.330942	0.279031	0.391376	0.249129	0.617241	0.486098	0.420177	0.591068	0.445268	0.712279	0.365658	0.381142	0.261666	0.681088	0.384699	0.530117	0.434861	0.564589	0.703554	0.477503	0.633444	0.556496	0.346835	0.690702	0.431343	0.381627	0.451988	0.730143	0.406331	0.446939	0.492584	0.197951	0.421264	0.582721	0.568358	0.511059	0.375916	0.541384	0.370245	0.563173	0.444996	0.449298	0.39732	0.509086	0.565652	0.497061	0.501797	0.610416	0.35776	0.545754	0.346443	0.124111	1.51679	1.95996	1.60926	1.53859	0.149734	0.464786	-0.649774	0.151057	-0.490948	-0.696173	-0.474651	0.040008	-0.52746	-0.269591	-0.507759	-0.432585	-0.748366	-1.64281	-1.36454	-1.53284	-1.49191	-1.95996	-1.87022	0.660391	0.4133	0.476813	0.371348	0.43644	0.558303	0.707766	0.547626	0.64214	0.612733	0.413041	0.407221	0.582213	0.525663	0.595328	0.461796	0.543661	0.523598	0.517847	0.633265	0.412093	0.672324	0.404628	0.458084	0.812256	0.515556	0.359759	0.434349	0.604293	0.22076	0.517969	0.424955	0.526354	0.432852	0.416983	0.597465	0.431423	0.528663	0.296886	0.19486	0.511115	0.531665	0.406217	0.469348	0.679191	0.513297	0.258178	0.561227	0.559374	0.505475	0.414935	0.44192	0.171689	0.481838	0.599669	0.348375	0.558481	0.646913	0.532537	0.392843	0.671006	0.656987	0.605198	0.413902	0.496385	0.601643	0.643301	0.362062	0.54368	0.312877	0.623683	0.704815	0.743575	0.620903	0.348073	0.605962	0.653712	0.36426	0.406295	0.493811	0.317566	0.541258	0.500032	0.676474	0.345254	0.400654	0.463646	0.616336	0.384785	0.471636	0.566903	0.187469	0.543903	0.613329	0.532722	0.332764	0.686464	0.537176	0.698117	0.468813	0.5311	0.529504	0.444868	0.391412	0.343337	0.638051	0.3764	0.566483	0.466288	0.462462	0.349219	0.417797	0.693412	0.417007	0.464869	0.511571	0.60678	0.569875	0.631491	0.243631	0.526955	0.235202	0.641618	0.539684	0.653399
g73	0.304778	0.661578	0.550085	0.550242	0.540062	0.418071	0.531445	0.321773	0.464416	0.316879	0.5978	0.365187	0.560123	0.716443	0.491473	0.423092	0.466541	0.502531	0.410009	0.310716	0.273382	0.484668	0.197268	0.375372	0.430357	0.651108	0.421052	0.524345	0.441296	0.355853	0.632096	0.703839	0.624434	0.388627	0.618432	0.42413	0.538515	0.474489	0.498263	0.356135	0.426215	0.35837	0.57111	0.439575	0.587256	0.397047	0.355405	0.325953	0.577857	0.583525	1.82879	0.95524	1.18313	1.23699	1.00619	0.555735	0.214345	0.833543	0.614437	1.52865	1.20038	-0.082276	1.17583	1.95996	1.13846	1.28277	0.117084	0.786898	-1.01478	-1.47822	-0.947925	-1.95996	-1.38612	-1.50543	-0.744464	0.655361	0.461611	0.381006	0.419854	0.46904	0.454635	0.541318	0.26511	0.340765	0.401901	0.506707	0.638846	0.544709	0.558943	0.225421	0.601674	0.350468	0.456944	0.642548	0.628913	0.462981	0.402394	0.3852	0.69312	0.478469	0.50843	0.42838	0.492187	0.505273	0.268811	0.298964	0.532448	0.546724	0.396481	0.542245	0.271543	0.463883	0.387701	0.324005	0.549535	0.405055	0.266852	0.253631	0.504067	0.301718	0.359428	0.778099	0.456199	0.512318	0.42625	0.727864	0.47955	0.613302	0.392604	0.416712	0.659429	0.82219	0.692486	0.464588	0.459517	0.444576	0.38525	0.499172	0.539454	0.567997	0.544391	0.493924	0.401214	0.387378	0.531568	0.591448	0.382567	0.548981	0.12909	0.483343	0.636713	0.45287	0.446453	0.624098	0.686478	0.460969	0.273413	0.612141	0.869589	0.525229	0.347467	0.542102	0.42908	0.577188	0.547423	0.363884	0.551007	0.767702	0.556458	0.5876	0.52336	0.452314	0.484985	0.279238	0.473856	0.296475	0.527929	0.496055	0.545936	0.560191	0.449373	0.407055	0.466057	0.375051	0.42339	0.198062	0.346609	0.544265	0.543265	0.436508	0.577884	0.361221	0.666928	0.498633	0.30188	0.427348	0.398133	0.530002	0.418138	0.329929
g74	0.500984	0.451648	0.459452	0.272519	0.544731	0.455226	0.430417	0.446116	0.598027	0.478512	0.322991	0.289238	0.597483	0.528856	0.338101	0.628556	0.589807	0.727405	0.634984	0.677483	0.503434	0.419105	0.520455	0.298313	0.446566	0.764018	0.4731	0.452177	0.455808	0.435832	0.473269	0.529092	0.474075	0.606881	0.464946	0.586422	0.463844	0.547072	0.302385	0.63949	0.417844	0.335459	0.630877	0.668532	0.386571	0.474089	0.401547	0.52907	0.503723	0.571147	-1.65001	-1.78583	1.01112	1.95996	0.556184	-0.385054	-1.95996	-1.08526	-1.67382	-1.12816	-1.15814	-1.70859	-1.42268	-0.430031	-1.58451	-1.46047	-1.6443	-0.84417	-1.37044	-1.5815	-0.597864	-1.86706	-1.23589	-1.756	-1.2538	0.423378	0.508369	0.54554	0.688717	0.535394	0.561081	0.323559	0.664326	0.455618	0.678835	0.503326	0.568064	0.219867	0.494416	0.529622	0.466512	0.575456	0.389137	0.429896	0.648218	0.490845	0.0602834	0.552328	0.461765	0.50457	0.471206	0.481338	0.69417	0.388172	0.519533	0.400957	0.486471	0.429503	0.308704	0.456462	0.45046	0.434767	0.75063	0.335155	0.375035	0.440597	0.431558	0.515846	0.346083	0.543551	0.34066	0.645623	0.451489	0.496765	0.528039	0.536241	0.522634	0.522568	0.604362	0.449187	0.280891	0.602421	0.650082	0.77503	0.500346	0.818203	0.45776	0.550835	0.555019	0.695118	0.401359	0.424382	0.431936	0.50553	0.399682	0.668497	0.567174	0.472504	0.623193	0.739214	0.285801	0.49788	0.313911	0.220273	0.408103	0.437301	0.308845	0.405416	0.331355	0.52041	0.466113	0.555744	0.624395	0.593748	0.442716	0.546154	0.421565	0.58804	0.483655	0.534109	0.443014	0.529127	0.480409	0.365932	0.627596	0.468421	0.450644	0.447159	0.672089	0.447303	0.528681	0.514535	0.449763	0.457813	0.501468	0.603396	0.292003	0.526479	0.334163	0.127679	0.525283	0.561428	0.340009	0.425788	0.509691	0.313456	0.55611	0.566997	0.29063	0.474353
g75	0.228537	0.583813	0.403701	0.480497	0.613624	0.487102	0.548258	0.342451	0.438314	0.537197	0.486443	0.595845	0.703227	0.503059	0.41699	0.592906	0.416319	0.388338	0.380141	0.453082	0.435434	0.382498	0.493775	0.527683	0.539417	0.71277	0.594368	0.453015	0.568928	0.469916	0.369619	0.460861	0.313539	0.528486	0.454284	0.38297	0.371261	0.259736	0.471781	0.681824	0.492232	0.525302	0.360084	0.417142	0.386923	0.46253	0.688202	0.431924	0.67845	0.383958	0.477753	0.302814	0.44098	0.476643	0.277178	0.61964	0.456853	0.44784	0.528991	0.295446	0.52912	0.426263	0.622812	0.514591	0.298827	0.438865	0.654539	0.430807	0.452217	0.489066	0.495915	0.453833	0.347235	0.622134	0.553836	-0.559138	-0.881091	-0.911506	-1.13355	-1.38417	-1.29868	-1.48266	-1.95996	-1.58705	-1.05112	-0.40442	-0.609291	-0.0800148	0.168897	1.04642	1.20618	0.158534	0.296954	1.95996	1.71061	1.23733	1.14049	1.1819	1.26134	0.668416	0.528567	0.49789	0.595724	0.509602	0.352996	0.199653	0.541417	0.505144	0.480769	0.618206	0.535621	0.395367	0.540745	0.552554	0.536561	0.433842	0.446337	0.405804	0.492583	0.596111	0.458208	0.474922	0.518858	0.550527	0.356528	0.32762	0.482693	0.624037	0.749406	0.565155	0.756427	0.383101	0.447766	0.715277	0.54142	0.433482	0.307218	0.624109	0.408377	0.579168	0.613003	0.499119	0.457749	0.400716	0.374239	0.458056	0.355955	0.482429	0.446265	0.475801	0.410703	0.453527	0.677283	0.601421	0.470182	0.558889	0.683276	0.349782	0.628859	0.298314	0.536006	0.327776	0.548535	0.454601	0.715227	0.516224	0.347485	0.3493	0.615147	0.591856	0.525459	0.509737	0.674862	0.610322	0.57443	0.769687	0.490063	0.631435	0.228169	0.56051	0.731042	0.444998	0.446137	0.490017	0.504143	0.637927	0.68949	0.544475	0.321432	0.442276	0.424181	0.380751	0.743837	0.427068	0.631506	0.348356	0.672402	0.593175	0.546378	0.584048
g76	0.466161	0.415372	0.725251	0.554523	0.590304	0.492123	0.604198	0.488703	0.382832	0.433349	0.474406	0.401651	0.551585	0.561026	0.542404	0.456631	0.414595	0.570262	0.612351	0.635496	0.509789	0.578335	0.630589	0.593108	0.502492	0.48837	0.333266	0.517785	0.437148	0.444402	0.499204	0.575755	0.623407	0.466498	0.419312	0.463565	0.561634	0.612616	0.577111	0.442036	0.301816	0.609349	0.368422	0.52997	0.391895	0.507808	0.51821	0.396917	0.794408	0.359123	0.510817	0.339688	0.513819	0.713505	0.328093	0.466301	0.750263	0.548498	0.636684	0.31344	0.562463	0.447261	0.637049	0.541762	0.468988	0.498727	0.586933	0.253502	0.569403	0.441817	0.505568	0.658737	0.396269	0.28515	0.491202	0.696671	-0.0124103	-0.477863	-0.888864	-1.1207	-0.952927	-1.09661	-1.95996	-1.64499	-1.32153	-0.378993	-1.45808	-0.553503	-0.0615156	0.000533123	0.808042	0.362788	0.754523	1.95996	1.4263	1.25844	0.590552	0.829361	1.90501	0.871565	0.223838	0.553855	0.53939	0.462904	0.323864	0.568341	0.277785	0.671145	0.504908	0.36375	0.83956	0.556388	0.435698	0.575604	0.478487	0.621899	0.536524	0.479514	0.512884	0.577418	0.332094	0.248357	0.290179	0.558593	0.372809	0.32299	0.51189	0.499383	0.352416	0.726675	0.366295	0.484485	0.425942	0.242495	0.572258	0.545967	0.464056	0.347089	0.506901	0.577663	0.661542	0.507449	0.356516	0.655004	0.465649	0.429487	0.335286	0.583437	0.370276	0.314911	0.371949	0.47046	0.524099	0.603191	0.719652	0.348359	0.391549	0.319641	0.332687	0.728541	0.507688	0.305226	0.385129	0.503779	0.483197	0.352887	0.412408	0.50394	0.36725	0.685859	0.501799	0.284087	0.471061	0.450749	0.331687	0.239219	0.541864	0.529698	0.457786	0.690864	0.411703	0.327368	0.531365	0.45042	0.606344	0.5148	0.564129	0.419166	0.298223	0.562863	0.52465	0.522093	0.712708	0.50842	0.31811	0.47699	0.557584	0.229799	0.601828	0.219989
g77	0.410823	0.548357	0.663097	0.479942	0.415495	0.494421	0.404052	0.341827	0.649601	0.366763	0.520168	0.649697	0.384808	0.560571	0.395642	0.479166	0.392053	0.383756	0.283702	0.404236	0.61092	0.549658	0.577911	0.523245	0.537925	0.373702	0.631108	0.632423	0.605136	0.422538	0.468076	0.769871	0.429784	0.35762	0.350008	0.542128	0.457646	0.489749	0.454118	0.350185	0.487858	0.547757	0.571778	0.507089	0.576068	0.65015	0.411725	0.424879	0.289825	0.535358	0.55368	0.697356	0.525964	0.520546	0.683213	0.475328	0.68014	0.59611	0.616274	0.481994	0.253513	0.350911	0.53497	0.588486	0.628696	0.512699	0.428426	0.564317	0.569471	0.545808	0.338954	0.690411	0.441	0.434488	0.553714	1.95996	0.600873	-0.525508	-0.613261	-0.654104	-0.516231	-0.885677	-1.95996	-1.68273	-0.903073	-0.259801	-0.484123	-0.247523	-0.00273525	0.243754	0.864966	-0.142889	0.0271717	0.195667	-0.038208	-0.0595621	-0.336884	-0.240618	0.136619	-0.534076	0.483495	0.450743	0.405106	0.527744	0.572099	0.32467	0.132918	0.427631	0.527127	0.435925	0.604083	0.544549	0.614414	0.654707	0.520186	0.398715	0.478689	0.481166	0.632482	0.453284	0.819014	0.412017	0.361844	0.484293	0.266806	0.648308	0.612517	0.45544	0.456443	0.469398	0.533218	0.420198	0.500948	0.59306	0.731301	0.29243	0.373368	0.567365	0.722513	0.423895	0.423866	0.369229	0.551787	0.244601	0.448104	0.323963	0.550302	0.614976	0.49416	0.410841	0.351777	0.561251	0.50384	0.558749	0.620031	0.492563	0.483156	0.635541	0.376707	0.356387	0.619946	0.686897	0.339094	0.475752	0.209761	0.616823	0.620051	0.518667	0.359009	0.627665	0.408237	0.363234	0.325739	0.554328	0.757897	0.762136	0.578372	0.595746	0.599707	0.34697	0.574042	0.562839	0.490977	0.44795	0.636889	0.540746	0.620734	0.557727	0.440663	0.405641	0.596166	0.589887	0.404839	0.130952	0.246405	0.563682	0.657643	0.683777	0.657946	0.459253
g78	0.476438	0.468856	0.365309	0.480182	0.515445	0.564732	0.574689	0.613516	0.656524	0.46518	0.349761	0.455474	0.60065	0.159754	0.329676	0.555384	0.387512	0.385138	0.613382	0.51621	0.463165	0.618831	0.501263	0.456589	0.442007	0.606254	0.611236	0.373655	0.306538	0.725914	0.539193	0.497059	0.247253	0.587346	0.603495	0.449252	0.397295	0.479267	0.355283	0.440425	0.449185	0.499507	0.592905	0.611551	0.445749	0.437646	0.412111	0.503772	0.639416	0.503635	0.554166	0.528217	0.288454	0.670134	0.575468	0.359367	0.571383	0.571988	0.543173	0.302673	0.337605	0.467139	0.564656	0.556303	0.343763	0.475846	0.340342	0.343266	0.296449	0.509937	0.432297	0.615773	0.439765	0.473845	0.223444	0.252343	0.744849	0.935553	1.58623	1.84392	1.67319	1.73572	1.95996	1.73008	0.547373	0.133863	0.762367	0.439955	0.0793353	-0.165514	-1.6629	-1.24149	-1.47955	-1.95996	-1.74436	-1.41887	-1.05396	-1.68935	-1.95617	-1.53354	0.605534	0.376634	0.59613	0.461885	0.675898	0.540316	0.353366	0.554078	0.349646	0.420155	0.578255	0.413538	0.401564	0.517007	0.535008	0.58161	0.437054	0.574621	0.403957	0.474541	0.348276	0.427941	0.489973	0.503211	0.498464	0.52106	0.576654	0.399305	0.290852	0.540177	0.466521	0.497799	0.528055	0.510373	0.585449	0.574687	0.488879	0.505783	0.483525	0.6337	0.590349	0.727457	0.57007	0.313088	0.395908	0.494622	0.553249	0.242653	0.368678	0.327422	0.319117	0.586145	0.486846	0.518009	0.564256	0.502125	0.475239	0.388393	0.551409	0.557763	0.493831	0.510812	0.332452	0.445649	0.400105	0.617308	0.509366	0.611478	0.557734	0.50079	0.501208	0.687595	0.434019	0.629927	0.639981	0.536309	0.463746	0.256415	0.517937	0.488447	0.516073	0.393098	0.554994	0.740569	0.432348	0.586339	0.376915	0.714698	0.343439	0.466925	0.575155	0.541078	0.456894	0.448864	0.529547	0.616908	0.49885	0.404227	0.389934	0.426269
g79	0.386532	0.588722	0.489749	0.487172	0.431027	0.570587	0.344479	0.543976	0.49169	0.346791	0.456472	0.538389	0.442877	0.529385	0.330867	0.425149	0.438123	0.313826	0.120428	0.590933	0.46986	0.529498	0.454723	0.531923	0.447775	0.388936	0.518469	0.420808	0.535106	0.469059	0.232233	0.547534	0.533513	0.602549	0.772514	0.690354	0.545497	0.12054	0.405672	0.404584	0.534222	0.151266	0.518414	0.463982	0.522177	0.615319	0.436853	0.438138	0.462195	0.55211	0.579304	0.449346	0.289896	0.508441	0.407877	0.374704	0.468452	0.606155	0.480791	0.551091	0.550888	0.460223	0.550457	0.440812	0.57905	0.454417	0.47628	0.351109	0.563646	0.639957	0.444516	0.593565	0.459241	0.321213	0.411007	1.95996	1.70773	0.529209	-0.162977	-0.521016	-0.0792854	-0.4993	-1.64955	-1.53753	-1.40044	-1.26793	-1.74571	-1.70164	-1.66798	-1.655	-1.03017	-1.95996	-1.68487	-0.783308	-1.25762	-1.42763	-1.49434	-0.945664	-0.759966	-1.18489	0.553198	0.550401	0.39659	0.876095	0.46011	0.538568	0.672974	0.487115	0.638715	0.497844	0.664604	0.568988	0.562245	0.665904	0.487117	0.447066	0.506294	0.670973	0.452104	0.533323	0.614619	0.501809	0.461998	0.526566	0.410474	0.32997	0.713919	0.673368	0.664122	0.567488	0.395974	0.525539	0.634577	0.686018	0.493552	0.342099	0.495429	0.450421	0.664564	0.30395	0.566837	0.534559	0.540096	0.34859	0.381778	0.609544	0.412765	0.510403	0.374474	0.271598	0.309794	0.610301	0.430782	0.196547	0.341953	0.540634	0.462482	0.524199	0.589383	0.344769	0.546846	0.689535	0.368466	0.292072	0.398462	0.620515	0.465937	0.321768	0.526618	0.642764	0.561013	0.373631	0.51635	0.540658	0.429636	0.508694	0.51397	0.392031	0.33188	0.651249	0.471831	0.493022	0.23985	0.400713	0.434736	0.439183	0.450547	0.456499	0.381445	0.500467	0.514579	0.3986	0.405862	0.207551	0.562271	0.349495	0.36043	0.440528	0.564765	0.394433
