genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g26	0.383645	0.467683	0.384124	0.516153	0.319571	0.401903	0.74448	0.45635	0.439503	0.699916	0.472494	0.506471	0.452849	0.289133	0.478214	0.441301	0.263502	0.60016	0.530757	0.631636	0.550498	0.57339	0.407068	0.592521	0.537161	0.655457	0.302519	1.15966	0.201679	0.504198	0.756297	1.21007	1.05882	0.252099	0.705877	0.554618	0.10084	0.806717	1.10924	1.0084	0.352939	0.605037	0.403358	0.907556	1.26049	0.151259	0.857136	0.0504198	0.957976	0.453778	0.677707	0.570264	0.481026	0.353962	0.603535	0.595688	0.426327	0.414023	0.310083	0.436509	0.335322	0.292697	0.352429	0.390384	0.428078	0.544353	0.6118	0.698289	0.397881	0.486631	0.381715	0.407749	0.398553	0.713226	0.44419	0.407881	0.486059	0.641153	0.685346	0.540035	0.691842	0.466375	0.482288	0.396158	0.565595	0.561864	0.630391	0.691497	0.644193	0.395633	0.558872	0.420387	0.527225	0.617845	0.746197	0.440491	0.577318	0.373092	0.52875	0.671294	0.515226	0.595784	0.581698	0.624851	0.479587	0.537464	0.438182	0.565264	0.434263	0.434696	0.481747	0.551409	0.290611	0.59326	0.554946	0.524269	0.578173	0.291328	0.779043	0.613608	0.336652	0.448937	0.379761	0.4755	0.529488	0.427596	0.503308	0.459375	0.439284	0.343999	0.565201	0.323266	0.45739	0.601075	0.496604	0.53607	0.431118	0.602334	0.46099	0.49781	0.385553	0.470446	0.598341	0.393202	0.493438	0.600028	0.642949	0.513238	0.33833	0.395742	0.596686	0.459647	0.582315	0.358767	0.664394	0.32607	0.230326	0.708711	0.291973	0.420331	0.5995	0.580737	0.582111	0.368512	0.490245	0.502268	0.672259	0.558228	0.457214	0.498426	0.385782	0.574364	0.770191	0.72774	0.538174	0.582677	0.547761	0.414797	0.724233	0.326493	0.487711	0.511545	0.354174	0.212382	0.452384	0.437768	0.386781	0.644771	0.645449	0.34948	0.549167	0.546716	0.514011	0.681634	0.605372	0.402867	0.666063	0.486535	0.516442	0.604948
g27	0.707695	0.433283	0.462746	0.645901	0.55677	0.583568	0.693206	0.460506	0.573431	0.363675	0.615044	0.436152	0.503332	0.573372	0.465904	0.562986	0.595402	0.616032	0.5514	0.400979	0.535391	0.568798	0.311335	0.485441	0.584538	-0.846912	-0.390882	-1.49838	-0.260588	-0.651471	-0.977206	-1.56353	-1.36809	-0.325735	-0.912059	-0.716618	-0.130294	-1.04235	-1.43324	-1.30294	-0.456029	-0.781765	-0.521176	-1.17265	-1.62868	-0.195441	-1.1075	-0.065147	-1.23779	-0.586323	0.517432	0.554745	0.694795	0.503434	0.458013	0.520413	0.430891	0.632646	0.405927	0.135189	0.490835	0.6929	0.292206	0.57587	0.403007	0.522584	0.378248	0.668752	0.514718	0.482246	0.368816	0.462065	0.285559	0.545109	0.480924	0.506516	0.466682	0.480916	0.630755	0.575883	0.469308	0.71555	0.757471	0.589684	0.730423	0.534996	0.496523	0.638844	0.550482	0.522467	0.353281	0.471714	0.501185	0.758584	0.391153	0.356853	0.563461	0.500905	0.465552	0.49531	0.643862	0.557692	0.194566	0.60312	0.302572	0.265495	0.688495	0.618242	0.568281	0.654645	0.566079	0.58354	0.540126	0.701947	0.52514	0.496875	0.847695	0.54325	0.533631	0.599338	0.464018	0.577689	0.538252	0.540521	0.453143	0.374809	0.414218	0.52201	0.4846	0.470252	0.732553	0.379537	0.485247	0.404049	0.586238	0.55114	0.385335	0.768007	0.381622	0.710297	0.528054	0.412007	0.426734	0.477642	0.326941	0.680429	0.413078	0.476544	0.46248	0.510612	0.26573	0.329647	0.576904	0.137838	0.440723	0.369707	0.538419	0.357561	0.469918	0.41529	0.473611	0.468295	0.520755	0.513514	0.458083	0.48128	0.474219	0.605515	0.588288	0.654955	0.461851	0.585903	0.586793	0.410299	0.527328	0.68212	0.444669	0.383104	0.462988	0.542475	0.617711	0.474295	0.690149	0.732544	0.492118	0.448058	0.607969	0.460728	0.46734	0.419834	0.581422	0.460008	0.303364	0.553656	0.527919	0.373834	0.517872	0.555913	0.360766	0.473972
g28	0.527564	0.524094	0.505291	0.490201	0.548528	0.505049	0.46449	0.255553	0.488279	0.534228	0.415194	0.51073	0.522702	0.557098	0.530892	0.316724	0.479967	0.364248	0.467019	0.411498	0.278049	0.547982	0.426014	0.374406	0.426439	-0.858033	-0.396015	-1.51806	-0.26401	-0.660025	-0.990038	-1.58406	-1.38605	-0.330013	-0.924035	-0.726028	-0.132005	-1.05604	-1.45206	-1.32005	-0.462018	-0.79203	-0.52802	-1.18805	-1.65006	-0.198008	-1.12204	-0.0660025	-1.25405	-0.594023	0.654861	0.513641	0.484723	0.188207	0.452083	0.387763	0.541443	0.477338	0.543728	0.372784	0.597959	0.607789	0.402815	0.365554	0.624887	0.216349	0.571831	0.581622	0.572325	0.404882	0.471981	0.361032	0.530683	0.686025	0.456783	0.663626	0.520669	0.552378	0.44754	0.668554	0.532582	0.40407	0.584463	0.578716	0.486068	0.555347	0.583172	0.525403	0.43185	0.533415	0.374542	0.514243	0.435141	0.563881	0.195755	0.495427	0.621676	0.37831	0.40181	0.657451	0.395078	0.394394	0.384796	0.436958	0.703481	0.436976	0.622115	0.647128	0.485572	0.4088	0.662813	0.548143	0.496706	0.701068	0.534532	0.365552	0.287159	0.374486	0.43897	0.579867	0.712089	0.506841	0.444239	0.597079	0.411627	0.251282	0.381987	0.33553	0.608901	0.573682	0.468577	0.59148	0.474685	0.602254	0.334545	0.608028	0.513686	0.39913	0.515704	0.709315	0.532176	0.547039	0.58956	0.342728	0.551926	0.670556	0.425971	0.590215	0.609888	0.689315	0.591751	0.409146	0.590432	0.604838	0.464377	0.447233	0.395196	0.425093	0.402387	0.376432	0.35951	0.441436	0.382242	0.5285	0.422167	0.555204	0.44461	0.463901	0.347619	0.713897	0.534952	0.456976	0.439557	0.786995	0.519607	0.474646	0.645015	0.389475	0.500768	0.602758	0.530952	0.547789	0.430195	0.429332	0.449541	0.379791	0.227777	0.354199	0.594859	0.503525	0.419508	0.462084	0.491902	0.622763	0.536659	0.462188	0.495099	0.531492	0.411528	0.772017
g29	0.587203	0.628168	0.445508	0.554429	0.605133	0.55676	0.433347	0.444097	0.367169	0.225162	0.443004	0.500081	0.348902	0.639189	0.647381	0.269819	0.318823	0.638703	0.522401	0.593003	0.294755	0.549379	0.613266	0.309516	0.572517	-0.212795	-0.0982129	-0.376483	-0.0654753	-0.163688	-0.245532	-0.392852	-0.343745	-0.0818441	-0.229164	-0.180057	-0.0327376	-0.261901	-0.360114	-0.327377	-0.114582	-0.196426	-0.130951	-0.294639	-0.409221	-0.0491065	-0.27827	-0.0163688	-0.311008	-0.147319	0.572054	0.522063	0.569107	0.427284	0.42949	0.402018	0.469465	0.640181	0.464015	0.396314	0.393453	0.330987	0.251786	0.488745	0.406553	0.255739	0.527285	0.502464	0.517585	0.801905	0.620538	0.321882	0.480952	0.542668	0.485463	0.465645	0.607995	0.605392	0.46121	0.500457	0.552907	0.424825	0.446695	0.327339	0.541551	0.481408	0.437284	0.509406	0.55977	0.549547	0.666305	0.516841	0.391451	0.263332	0.483823	0.578747	0.540807	0.61526	0.550472	0.654959	0.417077	0.522377	0.496397	0.555887	0.45808	0.708677	0.502019	0.604513	0.391613	0.500004	0.56458	0.489674	0.38208	0.495658	0.444127	0.327163	0.467751	0.667028	0.518973	0.464733	0.312178	0.418236	0.803348	0.604797	0.770256	0.397434	0.581691	0.642458	0.515413	0.60082	0.307698	0.506807	0.473295	0.500148	0.357134	0.690274	0.470998	0.514544	0.364992	0.492926	0.592455	0.591711	0.526267	0.309528	0.280002	0.610492	0.506109	0.569494	0.557597	0.534128	0.419549	0.497343	0.657268	0.619847	0.373514	0.454687	0.485917	0.443879	0.476658	0.342858	0.552523	0.41859	0.603367	0.54297	0.554926	0.426776	0.584722	0.377058	0.428849	0.67369	0.320798	0.594294	0.60868	0.744757	0.549102	0.633869	0.641677	0.502421	0.550053	0.517178	0.581651	0.527929	0.531125	0.622474	0.667055	0.475179	0.469624	0.746584	0.54543	0.479945	0.749783	0.519078	0.40927	0.597285	0.595011	0.560589	0.505711	0.331723	0.305287	0.549479
g30	0.631755	0.410851	0.564639	0.666738	0.57574	0.50755	0.663027	0.521821	0.432815	0.513503	0.29233	0.40875	0.42451	0.434652	0.397833	0.616106	0.506432	0.707487	0.537106	0.204699	0.473399	0.30317	0.595623	0.262288	0.302499	0.397744	0.183574	0.703701	0.122383	0.305957	0.458935	0.734297	0.64251	0.152978	0.42834	0.336553	0.0611914	0.489531	0.673105	0.611914	0.21417	0.367148	0.244766	0.550723	0.764892	0.0917871	0.520127	0.0305957	0.581318	0.275361	0.492306	0.613213	0.564631	0.469482	0.469413	0.615529	0.561927	0.601298	0.594603	0.473587	0.729272	0.667314	0.476563	0.567638	0.561906	0.380871	0.474481	0.519414	0.580564	0.765063	0.535686	0.660846	0.458023	0.558164	0.724819	0.517335	0.507885	0.53859	0.521016	0.514929	0.607362	0.741087	0.626824	0.512272	0.75436	0.388979	0.757372	0.390303	0.601619	0.30733	0.535881	0.710784	0.465948	0.401661	0.472829	0.449887	0.538894	0.459404	0.422816	0.390959	0.450746	0.334348	0.600022	0.514342	0.619882	0.457805	0.676301	0.43506	0.611158	0.625671	0.490776	0.677225	0.646613	0.625454	0.563484	0.549062	0.501473	0.380651	0.563141	0.489536	0.542366	0.432815	0.558949	0.513853	0.466658	0.450689	0.328297	0.804488	0.55514	0.464393	0.633396	0.626966	0.562969	0.729042	0.499525	0.681665	0.547576	0.451224	0.538405	0.249383	0.629784	0.549431	0.656709	0.714557	0.513873	0.461573	0.626597	0.602025	0.54107	0.547201	0.522692	0.325845	0.447351	0.561839	0.566615	0.559441	0.436547	0.444381	0.372561	0.586693	0.75486	0.419768	0.623712	0.531048	0.41672	0.553072	0.260359	0.501054	0.46503	0.664435	0.426397	0.266342	0.625879	0.62611	0.524483	0.44964	0.69341	0.228419	0.823246	0.483733	0.545401	0.491155	0.624822	0.370369	0.683039	0.619236	0.512245	0.624774	0.669079	0.630838	0.560025	0.46112	0.502519	0.566244	0.181847	0.432534	0.475204	0.601426	0.650656	0.722392
g31	0.389467	0.537138	0.428764	0.703306	0.554505	0.514896	0.402596	0.425287	0.276655	0.561567	0.575316	0.33923	0.550905	0.355404	0.153574	0.253064	0.437013	0.663058	0.554145	0.531075	0.429119	0.482611	0.464041	0.611693	0.438111	-0.212178	-0.0979282	-0.375392	-0.0652855	-0.163214	-0.244821	-0.391713	-0.342749	-0.0816069	-0.228499	-0.179535	-0.0326427	-0.261142	-0.35907	-0.326427	-0.11425	-0.195856	-0.130571	-0.293785	-0.408034	-0.0489641	-0.277463	-0.0163214	-0.310106	-0.146892	0.611718	0.296285	0.609645	0.642582	0.514226	0.462324	0.597789	0.573735	0.400255	0.549876	0.420871	0.531478	0.430812	0.337678	0.429584	0.250865	0.456511	0.527645	0.821417	0.467846	0.622191	0.578826	0.529488	0.543551	0.802486	0.514318	0.49026	0.519875	0.701655	0.432287	0.491432	0.529818	0.439983	0.468706	0.39953	0.552766	0.497143	0.406272	0.505796	0.503119	0.503461	0.468671	0.444061	0.441325	0.377189	0.649565	0.327751	0.269782	0.577804	0.377761	0.417904	0.496007	0.431397	0.515554	0.650294	0.712156	0.513956	0.628808	0.35511	0.459268	0.547124	0.301351	0.446671	0.591675	0.687296	0.385706	0.447435	0.510241	0.540017	0.436497	0.254919	0.499235	0.359345	0.619149	0.524958	0.390248	0.681967	0.4788	0.529789	0.545189	0.467044	0.423312	0.601326	0.553782	0.336111	0.386026	0.422244	0.383091	0.449294	0.237334	0.341222	0.506442	0.698029	0.558153	0.657634	0.318172	0.402399	0.478931	0.603537	0.574291	0.403626	0.563161	0.600139	0.518057	0.421618	0.545493	0.44603	0.254986	0.50068	0.553606	0.414225	0.499251	0.381327	0.533051	0.430357	0.392681	0.497045	0.377268	0.391656	0.435612	0.511261	0.429044	0.617883	0.560978	0.568294	0.5803	0.434957	0.316755	0.418938	0.526244	0.472188	0.374668	0.52302	0.456407	0.3465	0.633579	0.556587	0.451883	0.423406	0.619683	0.505581	0.529742	0.374851	0.828714	0.532926	0.542405	0.615691	0.447087	0.584248	0.429502
g32	0.457644	0.548025	0.44713	0.446731	0.45736	0.551159	0.510622	0.581798	0.525873	0.479213	0.564007	0.682472	0.590424	0.477665	0.486414	0.429015	0.441321	0.35831	0.445333	0.45221	0.458481	0.537534	0.328469	0.481106	0.625576	0.676249	0.312115	1.19644	0.208076	0.520191	0.780287	1.24846	1.0924	0.260096	0.728268	0.57221	0.104038	0.832306	1.14442	1.04038	0.364134	0.624229	0.416153	0.936344	1.30048	0.156057	0.884325	0.0520191	0.988363	0.468172	0.689307	0.422953	0.463111	0.501593	0.57382	0.560287	0.346061	0.474234	0.638702	0.33056	0.380849	0.531547	0.519545	0.339718	0.632019	0.629754	0.440611	0.218514	0.56077	0.516587	0.566428	0.519109	0.535196	0.606588	0.596962	0.578489	0.627494	0.53345	0.547118	0.630213	0.539849	0.355393	0.492553	0.602399	0.524046	0.498077	0.702517	0.427357	0.610776	0.509913	0.699047	0.462773	0.421011	0.558974	0.542294	0.482226	0.509517	0.76092	0.278702	0.543086	0.313891	0.653933	0.483437	0.591613	0.432206	0.37292	0.748115	0.396055	0.37625	0.450964	0.428221	0.451108	0.534173	0.882892	0.611695	0.259672	0.506196	0.351344	0.456794	0.283275	0.559207	0.456034	0.288678	0.757262	0.607571	0.584128	0.583017	0.581894	0.575065	0.579592	0.285432	0.507672	0.465801	0.550476	0.422587	0.468075	0.471921	0.424368	0.504016	0.577773	0.605045	0.456014	0.55588	0.649092	0.54802	0.481623	0.610562	0.368641	0.430308	0.4879	0.33367	0.490686	0.458462	0.419542	0.539383	0.415014	0.561289	0.534465	0.57897	0.652252	0.633339	0.5316	0.378311	0.433694	0.538745	0.467581	0.679714	0.520675	0.446797	0.48599	0.625202	0.533413	0.377189	0.566679	0.392088	0.525428	0.523058	0.39859	0.538544	0.600987	0.358562	0.409633	0.593736	0.390319	0.66121	0.579464	0.687115	0.438627	0.508824	0.467108	0.53978	0.601052	0.505332	0.514022	0.527313	0.371737	0.720209	0.40131	0.622761	0.396576
g33	0.533729	0.554097	0.588479	0.605212	0.456393	0.339542	0.673346	0.194415	0.450494	0.264527	0.428548	0.496969	0.682633	0.462786	0.351316	0.364096	0.561845	0.641736	0.584446	0.680875	0.46648	0.745137	0.519123	0.515066	0.508548	0.250117	0.115439	0.442515	0.0769591	0.192398	0.288596	0.461754	0.404035	0.0961988	0.269357	0.211637	0.0384795	0.307836	0.423275	0.384795	0.134678	0.230877	0.153918	0.346316	0.480994	0.0577193	0.327076	0.0192398	0.365556	0.173158	0.447211	0.27118	0.609652	0.668025	0.749231	0.559926	0.352469	0.540326	0.510841	0.446283	0.527489	0.316998	0.694815	0.296273	0.616199	0.327635	0.467781	0.563898	0.36601	0.654905	0.3275	0.581123	0.599508	0.516727	0.515267	0.644065	0.513166	0.50241	0.654296	0.300489	0.51346	0.305236	0.643194	0.462885	0.413964	0.499056	0.420501	0.771146	0.372329	0.665324	0.564159	0.329789	0.71723	0.558491	0.547658	0.457692	0.516917	0.715141	0.428298	0.37684	0.492776	0.520321	0.598237	0.764243	0.290549	0.228335	0.471257	0.720089	0.571901	0.450274	0.436069	0.486376	0.550812	0.544531	0.60755	0.473457	0.401221	0.509018	0.549009	0.339144	0.634397	0.473779	0.706199	0.463139	0.420491	0.395972	0.543826	0.448177	0.448281	0.207104	0.448604	0.535479	0.530434	0.659208	0.59924	0.719857	0.847575	0.244434	0.902015	0.286832	0.312885	0.515778	0.558489	0.633618	0.598546	0.491459	0.473597	0.407762	0.467879	0.584703	0.652168	0.541041	0.488434	0.421607	0.416139	0.459758	0.139475	0.552746	0.603192	0.420681	0.521103	0.485225	0.363848	0.564699	0.318694	0.669743	0.547428	0.543712	0.522272	0.607444	0.555094	0.749198	0.46685	0.532923	0.311188	0.435613	0.613603	0.557417	0.516331	0.523915	0.660283	0.382167	0.550223	0.448315	0.481252	0.600544	0.497186	0.52519	0.486256	0.669371	0.366949	0.567231	0.163365	0.366643	0.446833	0.447207	0.413359	0.702691	0.371234	0.42087
g34	0.478471	0.511984	0.495058	0.295153	0.435514	0.657828	0.449168	0.362327	0.40561	0.393342	0.671981	0.518679	0.468335	0.433267	0.575186	0.487537	0.543232	0.428799	0.628512	0.480848	0.522202	0.602722	0.784215	0.341246	0.486171	-0.466945	-0.215513	-0.826134	-0.143675	-0.359189	-0.538783	-0.862053	-0.754296	-0.179594	-0.502864	-0.395107	-0.0718377	-0.574702	-0.790215	-0.718377	-0.251432	-0.431026	-0.287351	-0.646539	-0.897971	-0.107757	-0.61062	-0.0359189	-0.682458	-0.32327	0.419476	0.484222	0.529016	0.44335	0.402881	0.288554	0.540832	0.360459	0.454808	0.130764	0.585442	0.321558	0.671243	0.610944	0.438432	0.631044	0.504336	0.488222	0.57065	0.240731	0.513464	0.536134	0.589253	0.257071	0.658099	0.496972	0.469061	0.681258	0.418884	0.307843	0.557442	0.387509	0.528872	0.692599	0.588868	0.615563	0.486775	0.48173	0.37399	0.576408	0.445293	0.666495	0.72905	0.661298	0.660448	0.653645	0.226739	0.633844	0.522021	0.415952	0.525332	0.512663	0.566835	0.402653	0.393037	0.358142	0.647544	0.249297	0.484115	0.458124	0.745519	0.493505	0.536034	0.530879	0.373239	0.606832	0.39384	0.366152	0.258635	0.520133	0.524635	0.555572	0.42224	0.318073	0.378432	0.598962	0.614034	0.560247	0.510539	0.345786	0.536217	0.528961	0.476713	0.399757	0.478889	0.494218	0.547071	0.467394	0.665167	0.590888	0.372302	0.616353	0.622186	0.562418	0.392885	0.350248	0.491053	0.462187	0.496391	0.402151	0.550263	0.436487	0.5133	0.718644	0.51771	0.630712	0.506848	0.264158	0.618643	0.449019	0.620848	0.361426	0.396875	0.511023	0.473304	0.373138	0.473324	0.499329	0.409444	0.562195	0.349832	0.392216	0.560691	0.410332	0.578926	0.556792	0.456202	0.316518	0.542563	0.533344	0.432411	0.416587	0.572514	0.441001	0.545032	0.378667	0.470883	0.562932	0.342606	0.243181	0.493506	0.51395	0.533379	0.531472	0.611133	0.546634	0.456071	0.492722	0.664146	0.393607
g35	0.444216	0.47619	0.450521	0.461294	0.357668	0.59013	0.340377	0.866546	0.432467	0.550559	0.610156	0.415082	0.620521	0.581879	0.218602	0.499191	0.524285	0.251965	0.627478	0.522162	0.320349	0.609803	0.480748	0.581299	0.452978	-0.483352	-0.223086	-0.855162	-0.148724	-0.37181	-0.557714	-0.892343	-0.7808	-0.185905	-0.520533	-0.40899	-0.0743619	-0.594895	-0.817981	-0.743619	-0.260267	-0.446171	-0.297448	-0.669257	-0.929524	-0.111543	-0.632076	-0.037181	-0.706438	-0.334629	0.561795	0.424008	0.387519	0.421745	0.507044	0.595991	0.365297	0.712794	0.513342	0.629111	0.470584	0.589714	0.450549	0.522361	0.375301	0.384876	0.681141	0.404132	0.659266	0.735126	0.320028	0.414156	0.592086	0.455767	0.222221	0.603785	0.646309	0.661541	0.4265	0.281578	0.578521	0.346223	0.610641	0.29794	0.614439	0.850878	0.574183	0.442622	0.345297	0.532238	0.59176	0.519285	0.639687	0.591536	0.337363	0.346952	0.613321	0.541261	0.572348	0.418269	0.530839	0.508033	0.722559	0.421873	0.618978	0.278126	0.596884	0.431133	0.596066	0.706102	0.357062	0.511451	0.260956	0.62998	0.282397	0.481851	0.390763	0.352661	0.460537	0.429371	0.469517	0.47832	0.284258	0.754697	0.707732	0.671887	0.480699	0.699335	0.624519	0.730014	0.773269	0.408712	0.453214	0.564406	0.651558	0.473069	0.638126	0.383897	0.414239	0.334548	0.339304	0.527156	0.63598	0.556566	0.513001	0.543181	0.294065	0.538855	0.55441	0.611021	0.40635	0.579311	0.391957	0.591797	0.45103	0.383241	0.58335	0.429154	0.407487	0.552725	0.25999	0.538562	0.406198	0.678773	0.428786	0.5862	0.341281	0.356981	0.573629	0.538092	0.524617	0.571917	0.513042	0.500723	0.462934	0.575225	0.499959	0.477969	0.605245	0.577328	0.400408	0.55957	0.55058	0.370425	0.286039	0.464537	0.578907	0.460525	0.522534	0.303933	0.518364	0.628961	0.738064	0.699181	0.493616	0.496222	0.600864	0.419546	0.453642	0.56799
g36	0.604214	0.470886	0.401284	0.528495	0.593274	0.520268	0.274613	0.488564	0.417928	0.488776	0.387797	0.640131	0.44738	0.621377	0.641819	0.26586	0.391552	0.27964	0.676104	0.348524	0.747634	0.466542	0.347445	0.69279	0.784958	-0.783295	-0.361521	-1.38583	-0.241014	-0.602534	-0.903801	-1.44608	-1.26532	-0.301267	-0.843548	-0.662788	-0.120507	-0.964055	-1.32558	-1.20507	-0.421774	-0.723041	-0.482027	-1.08456	-1.50634	-0.18076	-1.02431	-0.0602534	-1.14482	-0.542281	0.667567	0.589903	0.411102	0.52818	0.637557	0.714559	0.749584	0.654834	0.664715	0.515655	0.407697	0.451186	0.489535	0.452174	0.583446	0.441214	0.534193	0.807798	0.438928	0.804852	0.696908	0.546266	0.484783	0.671244	0.398372	0.455939	0.538661	0.618041	0.404128	0.314502	0.504928	0.532977	0.454977	0.503593	0.317004	0.459013	0.792311	0.469391	0.467118	0.342829	0.534708	0.578651	0.758533	0.644942	0.534263	0.457461	0.612313	0.497541	0.508114	0.338626	0.622209	0.43264	0.365356	0.501807	0.359199	0.598454	0.661429	0.456781	0.589288	0.622818	0.405159	0.511624	0.438875	0.615331	0.565673	0.240752	0.57927	0.484614	0.555371	0.364936	0.418516	0.483451	0.49691	0.422444	0.473435	0.523859	0.541769	0.46949	0.589711	0.530754	0.582146	0.541367	0.64181	0.710941	0.454859	0.67718	0.557986	0.581259	0.572069	0.562948	0.455752	0.274503	0.657036	0.536958	0.490643	0.531525	0.481777	0.33773	0.618949	0.508291	0.517666	0.502961	0.472398	0.58998	0.537401	0.757174	0.469736	0.325825	0.487443	0.605114	0.699983	0.527002	0.579642	0.686563	0.586142	0.75953	0.45152	0.648239	0.440625	0.645278	0.44974	0.511799	0.360014	0.479692	0.503903	0.442263	0.591907	0.494227	0.196301	0.656199	0.530344	0.567107	0.635768	0.637359	0.525661	0.526319	0.495475	0.486043	0.34206	0.375843	0.508023	0.595847	0.255593	0.505431	0.437184	0.420517	0.507104	0.52807	0.568843	0.35978
g37	0.61831	0.519343	0.492709	0.545458	0.434832	0.343124	0.487345	0.513263	0.495151	0.58456	0.416547	0.512101	0.413677	0.344537	0.548015	0.235713	0.444649	0.691159	0.46594	0.500576	0.479274	0.45409	0.46227	0.442594	0.558058	-0.831172	-0.383618	-1.47054	-0.255745	-0.639363	-0.959045	-1.53447	-1.34266	-0.319682	-0.895109	-0.7033	-0.127873	-1.02298	-1.4066	-1.27873	-0.447554	-0.767236	-0.511491	-1.15085	-1.59841	-0.191809	-1.08692	-0.0639363	-1.21479	-0.575427	0.566253	0.536703	0.581783	0.434811	0.373295	0.426512	0.481365	0.536489	0.22429	0.664047	0.625849	0.417117	0.450383	0.701279	0.522952	0.387183	0.601413	0.230004	0.516184	0.530762	0.508452	0.4776	0.565914	0.743804	0.74682	0.687748	0.581477	0.467607	0.354416	0.619215	0.380328	0.645407	0.464318	0.484378	0.474421	0.597526	0.233695	0.533881	0.269817	0.441068	0.403371	0.559641	0.541377	0.437856	0.376249	0.194754	0.510724	0.630627	0.587817	0.804195	0.461288	0.312916	0.293127	0.649771	0.455754	0.628607	0.378294	0.468196	0.271071	0.531215	0.512036	0.593558	0.630089	0.534797	0.473255	0.584166	0.561988	0.486126	0.540162	0.63021	0.272656	0.457892	0.605728	0.59634	0.806564	0.432748	0.456492	0.422997	0.411542	0.443264	0.484321	0.439872	0.333277	0.424477	0.639821	0.69987	0.526177	0.378447	0.609582	0.520729	0.448934	0.413176	0.611321	0.440346	0.539179	0.381073	0.563653	0.371609	0.426312	0.439126	0.604768	0.514528	0.634857	0.537334	0.640208	0.634609	0.521601	0.487641	0.470239	0.338461	0.585761	0.586028	0.283614	0.509554	0.578617	0.40263	0.431624	0.496045	0.533155	0.614914	0.395279	0.458567	0.586502	0.369769	0.501324	0.644754	0.36278	0.341001	0.535054	0.488725	0.351051	0.470652	0.524881	0.582762	0.611953	0.433769	0.352042	0.569827	0.576495	0.483823	0.471094	0.412893	0.471182	0.682782	0.470341	0.489527	0.538161	0.306452	0.473908	0.66441
g38	0.611449	0.578682	0.412139	0.441853	0.316026	0.396798	0.446491	0.374974	0.530027	0.464991	0.434157	0.460828	0.477378	0.676995	0.415769	0.333234	0.453003	0.516788	0.52884	0.58809	0.252939	0.31585	0.525386	0.556184	0.378029	0.494057	0.228026	0.874101	0.152018	0.380044	0.570066	0.912106	0.798092	0.190022	0.532062	0.418048	0.0760088	0.60807	0.836097	0.760088	0.266031	0.456053	0.304035	0.684079	0.95011	0.114013	0.646075	0.0380044	0.722084	0.34204	0.504287	0.220685	0.421827	0.304675	0.376321	0.506073	0.401864	0.354987	0.399687	0.524334	0.702202	0.449169	0.423235	0.276971	0.378739	0.547652	0.451662	0.567246	0.666964	0.494406	0.327916	0.538776	0.392684	0.647592	0.745198	0.495681	0.531108	0.455088	0.576683	0.503151	0.517147	0.465108	0.537066	0.606738	0.374567	0.615404	0.537133	0.567403	0.452086	0.343503	0.645834	0.436785	0.277363	0.547028	0.387052	0.646494	0.483141	0.383329	0.621891	0.694462	0.558077	0.597396	0.361432	0.567808	0.472077	0.367842	0.650412	0.34363	0.473586	0.596165	0.598993	0.213645	0.367113	0.299557	0.572638	0.284253	0.432721	0.548361	0.436039	0.694039	0.563316	0.369386	0.504806	0.53881	0.478195	0.605082	0.382745	0.361384	0.437346	0.751586	0.453141	0.42626	0.571087	0.60822	0.440661	0.739101	0.640524	0.383559	0.533213	0.409423	0.406092	0.478759	0.338702	0.441628	0.58688	0.593669	0.593857	0.545684	0.406945	0.656853	0.465994	0.423643	0.599732	0.514469	0.49106	0.592899	0.427987	0.294492	0.304354	0.523958	0.587495	0.434545	0.476882	0.407064	0.582295	0.548161	0.564658	0.578524	0.476936	0.370915	0.588276	0.561993	0.506154	0.58545	0.463146	0.458646	0.483106	0.311426	0.636409	0.684863	0.460084	0.540773	0.471754	0.513035	0.486714	0.205282	0.565635	0.568924	0.589171	0.640193	0.574043	0.466673	0.64034	0.474766	0.488491	0.434579	0.713688	0.50055	0.462594	0.64821
