genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g86	0.68579	0.496298	0.497095	0.476333	0.524601	0.559571	0.680725	0.580981	0.536898	0.592191	0.415976	0.491619	0.380984	0.371205	0.713993	0.564221	0.339772	0.75265	0.257097	0.310035	0.370133	0.417797	0.387494	0.431717	0.530227	0.363891	0.677307	0.392485	0.554205	0.406424	0.439192	0.816753	0.363699	0.459797	0.432112	0.349243	0.5029	0.606409	0.456205	0.172613	0.382499	0.618345	0.675164	0.452933	0.488169	0.173154	0.616979	0.522885	0.461271	0.57681	0.453566	0.626907	0.646581	0.606462	0.530113	0.225491	0.419997	0.438647	0.437354	0.654581	0.463853	0.421635	0.406249	0.502187	0.350133	0.502436	0.379873	0.500143	0.501042	0.466186	0.405083	0.365842	0.495296	0.566794	0.640122	0.956255	1.00938	0.478127	0.212501	0.637503	0.159376	1.11563	0.850004	0.0531253	0.796879	1.16876	0.690629	0.425002	0.531253	0.318752	1.32813	0.265626	0.743754	1.06251	0.371877	0.90313	1.27501	0.584378	0.106251	1.22188	0.381669	0.563594	0.254637	0.484215	0.541975	0.523763	0.316452	0.32983	0.319773	0.568726	0.580434	0.610651	0.505227	0.433574	0.662247	0.556916	0.571961	0.338374	0.368084	0.581828	0.776277	0.508608	0.486704	0.453337	0.492095	0.366518	0.335397	0.599408	0.469146	0.381108	0.470294	0.38976	0.498403	0.437605	0.369934	0.436641	0.560713	0.460032	0.43018	0.456545	0.646276	0.314563	0.571783	0.612279	0.376365	0.371135	0.37266	0.333989	0.421393	0.378786	0.620427	0.43898	0.534756	0.503503	0.49052	0.307927	0.48937	0.560118	0.693862	0.720516	0.222655	0.416337	0.471153	0.65217	0.437966	0.25941	0.612506	0.442411	0.63453	0.334953	0.562424	0.63856	0.28412	0.501622	0.536654	0.530347	0.324762	0.504569	0.62903	0.477037	0.427666	0.489622	0.206589	0.586006	0.581091	0.374586	0.726098	0.369165	0.547372	0.414834	0.336117	0.65112	0.33458	0.407149	0.507925	0.44129	0.551624	0.392512	0.431202	0.368583
g87	0.218675	0.462539	0.607301	0.42641	0.320771	0.568889	0.444569	0.253496	0.590165	0.471508	0.653854	0.611008	0.48981	0.506708	0.464462	0.459135	0.402502	0.580163	0.566043	0.442056	0.574367	0.503915	0.576627	0.441434	0.598301	0.355977	0.490538	0.548691	0.513861	0.284999	0.491478	0.471235	0.441442	0.434828	0.536503	0.522583	0.647036	0.425873	0.458175	0.60384	0.547475	0.514873	0.488934	0.429446	0.453979	0.510527	0.455008	0.320197	0.622519	0.360329	0.29828	0.522895	0.404692	0.507199	0.473658	0.330395	0.487328	0.508635	0.282222	0.288251	0.391017	0.454289	0.45574	0.565678	0.455951	0.426527	0.314085	0.769335	0.385528	0.708206	0.50215	0.491281	0.264304	0.5367	0.533591	-0.77938	-0.822679	-0.38969	-0.173195	-0.519586	-0.129897	-0.909276	-0.692782	-0.0432989	-0.649483	-0.952575	-0.562885	-0.346391	-0.432989	-0.259793	-1.08247	-0.216494	-0.606184	-0.865977	-0.303092	-0.736081	-1.03917	-0.476288	-0.0865977	-0.995874	0.434274	0.415702	0.458106	0.672478	0.574849	0.360085	0.672859	0.417855	0.485007	0.36183	0.43052	0.394699	0.527642	0.604092	0.393852	0.27348	0.396494	0.133308	0.385667	0.442622	0.747119	0.586196	0.455687	0.629985	0.600651	0.366857	0.371731	0.403753	0.662015	0.634776	0.519717	0.371083	0.374344	0.534266	0.511697	0.643931	0.475752	0.271099	0.178912	0.618235	0.285788	0.308524	0.415245	0.253166	0.501762	0.394904	0.594374	0.328938	0.533272	0.483592	0.577566	0.574812	0.59325	0.426649	0.432486	0.408832	0.247088	0.166557	0.424157	0.338856	0.610778	0.351308	0.600888	0.804449	0.450997	0.588909	0.463048	0.271494	0.449437	0.590392	0.532069	0.510967	0.389429	0.444372	0.434093	0.455835	0.489745	0.374891	0.444236	0.460777	0.753716	0.614223	0.275348	0.534278	0.334423	0.705423	0.510307	0.443678	0.679841	0.541791	0.600613	0.481486	0.401779	0.381211	0.677535	0.615337	0.63724	0.457464	0.554711	0.58336
g88	0.501638	0.365527	0.622511	0.530641	0.351187	0.366849	0.41054	0.599038	0.49657	0.52667	0.525847	0.547559	0.652988	0.298913	0.462639	0.536636	0.679743	0.452749	0.395045	0.622929	0.515595	0.578851	0.536431	0.46873	0.44897	0.634201	0.563105	0.543024	0.575945	0.425758	0.543162	0.565562	0.433821	0.640607	0.417219	0.509335	0.45547	0.36761	0.474772	0.461134	0.478777	0.469731	0.325608	0.731359	0.368331	0.336868	0.490553	0.57806	0.412057	0.387956	0.462306	0.505756	0.341641	0.525766	0.551962	0.582812	0.326573	0.396386	0.45373	0.518001	0.262809	0.653455	0.521437	0.610031	0.528352	0.36803	0.410727	0.416952	0.526006	0.593748	0.57932	0.507213	0.488015	0.423601	0.574806	-0.665414	-0.702381	-0.332707	-0.14787	-0.443609	-0.110902	-0.776316	-0.591479	-0.0369674	-0.554512	-0.813284	-0.480577	-0.29574	-0.369674	-0.221805	-0.924186	-0.184837	-0.517544	-0.739349	-0.258772	-0.628447	-0.887219	-0.406642	-0.0739349	-0.850251	0.498938	0.379541	0.607533	0.420375	0.462908	0.230151	0.416794	0.524256	0.631409	0.608804	0.633592	0.503267	0.351846	0.474861	0.301145	0.449582	0.443474	0.414557	0.638394	0.441075	0.553971	0.401256	0.554535	0.453552	0.380282	0.498649	0.614329	0.552655	0.463256	0.495086	0.53388	0.451542	0.48605	0.465407	0.411376	0.637562	0.522201	0.530643	0.403161	0.584541	0.304711	0.457663	0.568266	0.423891	0.61321	0.4919	0.695469	0.660444	0.57348	0.514183	0.638281	0.625989	0.622753	0.594331	0.331758	0.286777	0.567903	0.486685	0.304324	0.380194	0.481577	0.5168	0.424413	0.468621	0.22989	0.420418	0.551623	0.468417	0.506314	0.322726	0.547589	0.514619	0.382292	0.348204	0.507684	0.42709	0.20982	0.38418	0.44925	0.2693	0.464669	0.603076	0.611439	0.698151	0.56182	0.336903	0.37584	0.397535	0.351511	0.30324	0.342074	0.533694	0.588836	0.386807	0.382685	0.556523	0.348405	0.443558	0.441726	0.430615
g89	0.336981	0.374147	0.584358	0.378277	0.790243	0.483474	0.608708	0.39888	0.577287	0.526923	0.590453	0.791752	0.538491	0.426388	0.410822	0.56987	0.406092	0.550254	0.523703	0.23426	0.47368	0.702065	0.326007	0.406558	0.518056	0.485801	0.69303	0.433392	0.472134	0.317175	0.434946	0.47118	0.395165	0.49705	0.381612	0.411785	0.31094	0.576918	0.516356	0.205654	0.290158	0.475558	0.409347	0.557318	0.62551	0.339425	0.539213	0.347697	0.648332	0.482789	0.513151	0.497724	0.480696	0.533558	0.542299	0.540453	0.577547	0.677696	0.689128	0.570157	0.277913	0.484248	0.654911	0.608337	0.556406	0.585331	0.515128	0.558024	0.524211	0.544712	0.41664	0.30833	0.311377	0.472317	0.537599	0.226926	0.239533	0.113463	0.0504281	0.151284	0.0378211	0.264747	0.201712	0.012607	0.189105	0.277354	0.163891	0.100856	0.12607	0.0756421	0.315176	0.0630351	0.176498	0.25214	0.0882491	0.214319	0.302569	0.138677	0.025214	0.289961	0.56144	0.321439	0.427789	0.508024	0.503271	0.541884	0.620665	0.584019	0.629572	0.558136	0.488132	0.535019	0.522086	0.455543	0.291814	0.499429	0.672153	0.707131	0.414527	0.460418	0.689501	0.189695	0.461418	0.517113	0.616774	0.244159	0.58137	0.451427	0.408066	0.434809	0.442701	0.53782	0.297863	0.409621	0.463608	0.324037	0.46172	0.501966	0.623933	0.379636	0.625571	0.508417	0.557499	0.58237	0.495435	0.57009	0.656339	0.379798	0.388496	0.498272	0.406391	0.475742	0.341206	0.521154	0.276789	0.266063	0.526318	0.60411	0.523324	0.629661	0.526196	0.611184	0.327111	0.581432	0.300314	0.562193	0.625351	0.51541	0.279211	0.477733	0.520849	0.456169	0.438518	0.359336	0.443002	0.631476	0.505269	0.717555	0.339377	0.468081	0.307916	0.370857	0.237292	0.295672	0.612406	0.392667	0.549601	0.430395	0.626439	0.535979	0.509179	0.533027	0.259194	0.511357	0.370739	0.464586	0.605479	0.522512	0.334412	0.262675
g90	0.570191	0.578323	0.439955	0.524195	0.541349	0.512958	0.40579	0.332328	0.525001	0.340102	0.554345	0.346789	0.735482	0.570031	0.489347	0.271307	0.355768	0.430289	0.408519	0.498358	0.689858	0.500532	0.613708	0.463472	0.515689	0.324562	0.37152	0.630135	0.507374	0.254052	0.638319	0.356544	0.37534	0.537875	0.512185	0.379318	0.453625	0.366783	0.63802	0.233234	0.62246	0.540055	0.628935	0.447548	0.540759	0.692414	0.270586	0.421753	0.506519	0.523342	0.554997	0.509653	0.366715	0.369762	0.403407	0.373452	0.476748	0.564836	0.453274	0.398866	0.383937	0.364139	0.443553	0.529638	0.698935	0.255859	0.157171	0.656563	0.455433	0.430975	0.190126	0.413725	0.464017	0.458083	0.540319	1.03371	1.09114	0.516856	0.229714	0.689141	0.172285	1.206	0.918854	0.0574284	0.861426	1.26342	0.746569	0.459427	0.574284	0.34457	1.43571	0.287142	0.803998	1.14857	0.401999	0.976283	1.37828	0.631712	0.114857	1.32085	0.414267	0.501921	0.474588	0.390591	0.203777	0.72376	0.376286	0.394122	0.734647	0.596695	0.6538	0.628324	0.297915	0.623836	0.464105	0.698518	0.630991	0.3937	0.730084	0.581358	0.447195	0.344498	0.590164	0.62439	0.561922	0.652384	0.686168	0.541731	0.352574	0.619355	0.64144	0.701154	0.357279	0.368643	0.435129	0.627366	0.572138	0.448505	0.439656	0.387032	0.43642	0.694141	0.340138	0.32084	0.505714	0.437423	0.330979	0.541055	0.644294	0.657207	0.646698	0.474871	0.457849	0.636438	0.383684	0.466314	0.489968	0.578667	0.444692	0.650266	0.363004	0.461998	0.38885	0.428606	0.594708	0.401655	0.480956	0.599479	0.469271	0.503723	0.48432	0.421657	0.411918	0.560486	0.378244	0.532965	0.513406	0.347478	0.553634	0.577539	0.454881	0.550519	0.712618	0.455628	0.616055	0.445526	0.42987	0.563893	0.486912	0.423519	0.477707	0.385663	0.512854	0.597771	0.459301	0.436782	0.329662	0.603042	0.384318	0.593905
g91	0.507244	0.558733	0.423398	0.37926	0.380908	0.389691	0.51653	0.466432	0.61056	0.587084	0.348744	0.583253	0.342707	0.387236	0.678376	0.605388	0.595304	0.522671	0.447507	0.39171	0.299648	0.395947	0.580572	0.241544	0.529633	0.39394	0.503048	0.451336	0.389098	0.35798	0.362031	0.350917	0.439786	0.424337	0.572972	0.562947	0.603888	0.573496	0.612874	0.474282	0.397469	0.381717	0.471559	0.37921	0.409518	0.561892	0.372856	0.650817	0.512729	0.494235	0.554975	0.430222	0.392921	0.526778	0.398246	0.487106	0.483055	0.536912	0.341794	0.483339	0.609391	0.485762	0.648137	0.466478	0.612103	0.507348	0.462305	0.475956	0.586756	0.352578	0.544834	0.606039	0.491313	0.354709	0.513426	1.18918	1.25524	0.594588	0.264261	0.792783	0.198196	1.38737	1.05704	0.0660653	0.990979	1.45344	0.858849	0.528522	0.660653	0.396392	1.65163	0.330326	0.924914	1.32131	0.462457	1.12311	1.58557	0.726718	0.132131	1.5195	0.408097	0.444319	0.589097	0.403969	0.569273	0.495022	0.454179	0.512723	0.402356	0.538728	0.449702	0.737891	0.415542	0.410012	0.35737	0.418219	0.423271	0.533859	0.563737	0.506495	0.261464	0.649589	0.503914	0.516949	0.527106	0.620554	0.677229	0.473241	0.625861	0.614669	0.395185	0.49089	0.608121	0.219118	0.285632	0.54632	0.544942	0.442027	0.326678	0.336253	0.565086	0.378832	0.377211	0.557045	0.483517	0.604021	0.45874	0.570975	0.518083	0.468633	0.426583	0.366911	0.672825	0.487587	0.375998	0.590043	0.475487	0.344324	0.431903	0.489776	0.311381	0.574617	0.338797	0.579263	0.649395	0.611461	0.302732	0.235794	0.380344	0.483247	0.250324	0.584351	0.33263	0.454472	0.403431	0.575848	0.585279	0.497538	0.492175	0.411486	0.390661	0.390759	0.377549	0.652056	0.61735	0.365366	0.879683	0.572832	0.564117	0.506123	0.682181	0.712413	0.461753	0.477165	0.498229	0.403357	0.584298	0.499731	0.34171	0.305318
g92	0.590235	0.593716	0.423834	0.728498	0.492495	0.533508	0.424601	0.431164	0.586441	0.599857	0.55108	0.531949	0.444301	0.69778	0.409204	0.592337	0.405358	0.727908	0.41816	0.677172	0.509491	0.429401	0.298566	0.336514	0.349133	0.336884	0.720958	0.47085	0.499373	0.502514	0.586568	0.464358	0.782622	0.280211	0.595061	0.39266	0.383294	0.488413	0.724363	0.483369	0.547626	0.398412	0.561401	0.338715	0.51351	0.467742	0.509613	0.569009	0.453825	0.25268	0.433829	0.473267	0.630265	0.63236	0.493489	0.477146	0.521292	0.540274	0.523177	0.65012	0.550207	0.497045	0.520465	0.319985	0.470032	0.386134	0.750946	0.540962	0.459786	0.547088	0.52605	0.371312	0.426039	0.314498	0.708795	-1.07183	-1.13138	-0.535916	-0.238185	-0.714554	-0.178639	-1.25047	-0.952739	-0.0595462	-0.893193	-1.31002	-0.7741	-0.476369	-0.595462	-0.357277	-1.48865	-0.297731	-0.833646	-1.19092	-0.416823	-1.01228	-1.42911	-0.655008	-0.119092	-1.36956	0.377287	0.504603	0.431681	0.403718	0.48332	0.519612	0.582994	0.5008	0.510411	0.383027	0.359293	0.492558	0.549444	0.486928	0.413666	0.461943	0.430171	0.321881	0.465243	0.642656	0.343137	0.466668	0.545167	0.580452	0.422555	0.433675	0.477813	0.291073	0.500871	0.441791	0.365831	0.245357	0.538801	0.629671	0.702384	0.14471	0.323023	0.469374	0.582694	0.529794	0.536898	0.582476	0.489681	0.356804	0.476971	0.431043	0.692058	0.319636	0.698084	0.523586	0.610517	0.386594	0.631002	0.442836	0.558713	0.592847	0.515573	0.453346	0.384092	0.514998	0.517449	0.397835	0.467789	0.568135	0.386839	0.550201	0.671821	0.41626	0.604059	0.61957	0.20836	0.476474	0.574157	0.569153	0.766034	0.614324	0.370667	0.584907	0.421479	0.561823	0.576477	0.375489	0.408362	0.39301	0.507017	0.643478	0.501666	0.208614	0.573886	0.557919	0.649722	0.646787	0.683311	0.380903	0.427112	0.369408	0.379254	0.498846	0.489532	0.450954
g93	0.700983	0.485705	0.67822	0.20881	0.566424	0.556973	0.623665	0.518622	0.301912	0.409603	0.338492	0.43668	0.511651	0.398842	0.382911	0.51701	0.3457	0.383148	0.482036	0.536258	0.44781	0.441696	0.562558	0.594158	0.549503	0.563449	0.292017	0.312708	0.47676	0.483137	0.428962	0.550196	0.371059	0.322973	0.672218	0.464946	0.473947	0.540451	0.429213	0.352455	0.545795	0.385448	0.548939	0.520017	0.333967	0.280056	0.495514	0.440625	0.506536	0.336412	0.628904	0.497398	0.652967	0.535126	0.60635	0.468996	0.559525	0.459031	0.667924	0.493414	0.446727	0.325453	0.596499	0.532515	0.447128	0.609746	0.314264	0.38282	0.289342	0.417946	0.485325	0.561638	0.629926	0.422463	0.42289	-0.96615	-1.01983	-0.483075	-0.2147	-0.6441	-0.161025	-1.12718	-0.8588	-0.053675	-0.805125	-1.18085	-0.697775	-0.4294	-0.53675	-0.32205	-1.34188	-0.268375	-0.75145	-1.0735	-0.375725	-0.912475	-1.2882	-0.590425	-0.10735	-1.23453	0.304895	0.748748	0.473743	0.543901	0.635578	0.774268	0.438706	0.35759	0.586103	0.40663	0.377757	0.55346	0.544649	0.514309	0.363393	0.407506	0.627308	0.505005	0.587771	0.345059	0.44589	0.58724	0.493686	0.549206	0.65493	0.426832	0.553302	0.477601	0.554731	0.496814	0.480826	0.416404	0.517825	0.709	0.455144	0.393939	0.423357	0.351854	0.35525	0.321944	0.484925	0.308247	0.53729	0.636602	0.43182	0.487828	0.585761	0.500452	0.51165	0.532535	0.597767	0.60822	0.546523	0.56691	0.350723	0.442413	0.608375	0.607327	0.606676	0.468243	0.324386	0.627029	0.431037	0.200552	0.497331	0.292492	0.667681	0.589373	0.619915	0.534863	0.760007	0.485186	0.531736	0.490409	0.481675	0.464925	0.807064	0.591905	0.510182	0.386566	0.635375	0.625951	0.114557	0.506542	0.430075	0.408365	0.502434	0.475933	0.467987	0.527604	0.533177	0.43216	0.343554	0.556557	0.557266	0.548966	0.443823	0.570945	0.659533	0.371882
g94	0.289186	0.404662	0.401578	0.413637	0.441327	0.300459	0.435227	0.464883	0.556174	0.332914	0.471525	0.527769	0.616788	0.441153	0.415217	0.364584	0.250958	0.152637	0.453437	0.510519	0.202482	0.493073	0.584577	0.457305	0.471467	0.317157	0.468827	0.424426	0.432364	0.540043	0.503174	0.458237	0.450907	0.296946	0.733282	0.273295	0.529276	0.506455	0.392884	0.597414	0.540964	0.42753	0.25115	0.472383	0.354714	0.543062	0.196626	0.382707	0.625232	0.516509	0.589482	0.49494	0.565105	0.581963	0.424879	0.598649	0.600908	0.40172	0.49862	0.77978	0.422404	0.508061	0.552103	0.524351	0.411378	0.49307	0.330795	0.474286	0.366689	0.423484	0.486688	0.524348	0.375602	0.630398	0.416007	-0.593915	-0.62691	-0.296957	-0.131981	-0.395943	-0.0989858	-0.692901	-0.527924	-0.0329953	-0.494929	-0.725896	-0.428939	-0.263962	-0.329953	-0.197972	-0.824882	-0.164976	-0.461934	-0.659905	-0.230967	-0.56092	-0.791886	-0.362948	-0.0659905	-0.758891	0.534914	0.618403	0.46065	0.565058	0.312578	0.501665	0.411851	0.501308	0.423748	0.195767	0.690904	0.48999	0.612673	0.590446	0.45409	0.459654	0.558727	0.292699	0.223718	0.472483	0.698963	0.48214	0.499637	0.628202	0.530051	0.526736	0.558138	0.577788	0.466648	0.441883	0.373783	0.636994	0.453226	0.8653	0.37006	0.488952	0.442931	0.41298	0.462112	0.394545	0.65625	0.445509	0.380526	0.360618	0.556513	0.731626	0.660294	0.363254	0.461474	0.526346	0.186064	0.46861	0.454082	0.446624	0.46924	0.510315	0.742932	0.593341	0.442877	0.469645	0.578597	0.315169	0.498357	0.767078	0.573398	0.460663	0.4821	0.546198	0.627651	0.394882	0.325302	0.523394	0.620777	0.370889	0.469003	0.473549	0.62413	0.470276	0.690003	0.593398	0.32802	0.20356	0.284498	0.469433	0.374483	0.432994	0.600259	0.525575	0.474451	0.650694	0.546882	0.429529	0.558746	0.601845	0.430555	0.487007	0.480712	0.495669	0.272664	0.374528
g95	0.408819	0.303681	0.336246	0.489812	0.517112	0.425161	0.465172	0.458224	0.598429	0.504095	0.445169	0.36033	0.490173	0.420837	0.625796	0.610765	0.449986	0.546603	0.664139	0.717845	0.542785	0.431003	0.408958	0.43749	0.470436	0.522028	0.590443	0.668739	0.551695	0.532369	0.51834	0.448345	0.563677	0.536694	0.527161	0.494303	0.465557	0.54355	0.600826	0.462234	0.377162	0.534374	0.35712	0.331666	0.556657	0.35559	0.381844	0.546968	0.525325	0.639625	0.525854	0.353081	0.416104	0.210118	0.492672	0.542836	0.551349	0.480119	0.373	0.455387	0.620264	0.430791	0.708236	0.651134	0.516677	0.494321	0.556125	0.590453	0.264785	0.567199	0.532858	0.470951	0.522646	0.505034	0.520633	-0.470656	-0.496804	-0.235328	-0.10459	-0.313771	-0.0784427	-0.549099	-0.418361	-0.0261476	-0.392213	-0.575246	-0.339918	-0.20918	-0.261476	-0.156885	-0.653689	-0.130738	-0.366066	-0.522951	-0.183033	-0.444509	-0.627541	-0.287623	-0.0522951	-0.601394	0.538933	0.538975	0.517081	0.514987	0.454146	0.229795	0.101918	0.312941	0.534117	0.394011	0.612058	0.515658	0.496308	0.71625	0.3647	0.41132	0.425509	0.490673	0.458269	0.543631	0.649913	0.527628	0.464038	0.411303	0.598674	0.313863	0.324091	0.381851	0.6994	0.401208	0.604847	0.400153	0.305737	0.313497	0.492982	0.486019	0.531758	0.719572	0.483703	0.448996	0.590497	0.358496	0.388379	0.441595	0.458786	0.501385	0.439912	0.486909	0.461666	0.536857	0.357305	0.419674	0.357042	0.372145	0.517728	0.477924	0.436382	0.482301	0.373476	0.621796	0.487186	0.542115	0.404667	0.410755	0.581051	0.258157	0.350168	0.649794	0.365613	0.353021	0.614673	0.462122	0.476232	0.493379	0.432645	0.428612	0.583501	0.593828	0.30498	0.558761	0.634238	0.599251	0.537697	0.536907	0.59359	0.565562	0.640092	0.495191	0.68088	0.457857	0.501755	0.412017	0.500511	0.500606	0.460085	0.377464	0.524317	0.378895	0.347566	0.571901
g96	0.301638	0.568513	0.528034	0.375066	0.402958	0.312209	0.571573	0.452739	0.58077	0.516471	0.386827	0.678099	0.338062	0.35791	0.599318	0.682339	0.516357	0.356693	0.569171	0.567472	0.352373	0.507116	0.479463	0.337199	0.380694	0.506485	0.445817	0.372244	0.434247	0.495932	0.446585	0.471133	0.516599	0.388301	0.625084	0.471252	0.598236	0.470619	0.379719	0.32543	0.595196	0.437221	0.451869	0.517588	0.356179	0.590615	0.708018	0.364503	0.450658	0.604137	0.682298	0.4374	0.296459	0.611578	0.654112	0.514597	0.520448	0.634254	0.456858	0.554186	0.487347	0.561271	0.412882	0.468631	0.461879	0.414513	0.417459	0.379276	0.393469	0.395842	0.514463	0.423546	0.528838	0.625632	0.375984	0.0436452	0.04607	0.0218226	0.00969894	0.0290968	0.0072742	0.0509194	0.0387958	0.00242473	0.036371	0.0533442	0.0315216	0.0193979	0.0242474	0.0145484	0.0606184	0.0121237	0.0339463	0.0484947	0.0169731	0.0412205	0.0581936	0.0266721	0.00484947	0.0557689	0.360819	0.375432	0.368166	0.40301	0.396901	0.462641	0.483192	0.423696	0.593898	0.533258	0.55573	0.34084	0.299996	0.425385	0.603334	0.419553	0.42981	0.367152	0.413396	0.475907	0.512356	0.493649	0.454049	0.372283	0.393749	0.410861	0.52706	0.488169	0.49764	0.657445	0.341719	0.49049	0.586245	0.665095	0.66451	0.336261	0.486765	0.411689	0.253265	0.502632	0.59781	0.477531	0.695494	0.480246	0.361713	0.522394	0.497172	0.336734	0.193994	0.408979	0.526785	0.480181	0.464277	0.483304	0.674865	0.562993	0.442609	0.544658	0.446725	0.498843	0.0938247	0.573688	0.530883	0.367835	0.482571	0.18791	0.368003	0.438824	0.400433	0.438195	0.5395	0.435102	0.365475	0.62423	0.574902	0.366137	0.312612	0.62566	0.343123	0.504962	0.516905	0.515926	0.501451	0.336873	0.655667	0.463149	0.410049	0.52633	0.561904	0.476536	0.476694	0.533514	0.523812	0.559307	0.512192	0.611425	0.423956	0.471148	0.469632	0.592891
g97	0.599318	0.448357	0.737543	0.490931	0.403188	0.578361	0.531225	0.493509	0.441454	0.543212	0.657135	0.590051	0.280286	0.39961	0.444434	0.506732	0.350214	0.497858	0.506863	0.663128	0.458967	0.587637	0.473037	0.420085	0.509101	0.4581	0.360314	0.545136	0.511115	0.475016	0.445351	0.535414	0.508472	0.386117	0.470085	0.570832	0.392748	0.653113	0.638993	0.465119	0.522908	0.53514	0.599323	0.556491	0.424779	0.664881	0.461445	0.380776	0.5639	0.50855	0.526635	0.519387	0.557836	0.44958	0.279497	0.472448	0.606942	0.684213	0.407254	0.580736	0.427767	0.326843	0.516874	0.573753	0.433299	0.437837	0.446728	0.563922	0.61056	0.606043	0.362267	0.537709	0.615241	0.531159	0.448548	-1.07914	-1.13909	-0.539569	-0.239809	-0.719426	-0.179856	-1.25899	-0.959234	-0.0599521	-0.899282	-1.31895	-0.779378	-0.479617	-0.599521	-0.359713	-1.4988	-0.299761	-0.83933	-1.19904	-0.419665	-1.01919	-1.43885	-0.659474	-0.119904	-1.3789	0.412252	0.350836	0.568442	0.31788	0.477175	0.508816	0.289115	0.575161	0.537193	0.498249	0.503094	0.19636	0.691389	0.464689	0.357083	0.559913	0.398986	0.321921	0.484676	0.336141	0.517413	0.446674	0.544757	0.675009	0.416626	0.496808	0.578003	0.390901	0.319199	0.616339	0.633783	0.49078	0.432393	0.640035	0.540422	0.380837	0.575535	0.592344	0.698962	0.399684	0.45034	0.276636	0.606486	0.319413	0.453162	0.501572	0.340701	0.586914	0.306878	0.664472	0.650225	0.368534	0.58364	0.378104	0.285471	0.547232	0.360918	0.506517	0.463348	0.49959	0.610878	0.603975	0.583933	0.250475	0.447377	0.434827	0.729468	0.611368	0.263459	0.268675	0.543944	0.56991	0.435913	0.415553	0.4291	0.513653	0.457162	0.674232	0.607464	0.519131	0.581394	0.421767	0.632202	0.349885	0.523009	0.521485	0.501668	0.662361	0.520078	0.648204	0.396562	0.325502	0.457908	0.460967	0.247108	0.274214	0.413276	0.621727	0.436929	0.395166
g98	0.448738	0.506717	0.164262	0.409019	0.439664	0.469987	0.343604	0.449724	0.363084	0.61235	0.605212	0.333144	0.377769	0.431344	0.530462	0.614243	0.382823	0.52368	0.483464	0.593003	0.263684	0.295203	0.362143	0.360246	0.519997	0.427563	0.528523	0.644484	0.603343	0.414406	0.458685	0.42254	0.323825	0.486864	0.61391	0.425508	0.299924	0.591727	0.679771	0.440852	0.646671	0.488779	0.492937	0.426873	0.231278	0.595195	0.684177	0.699529	0.565614	0.557987	0.501025	0.634192	0.546566	0.326604	0.744026	0.297885	0.611529	0.368241	0.427351	0.531237	0.522068	0.721401	0.534709	0.549733	0.537783	0.561851	0.283344	0.544542	0.57182	0.311471	0.311099	0.445324	0.397494	0.383045	0.351448	1.30271	1.37509	0.651356	0.289492	0.868475	0.217119	1.51983	1.15797	0.0723729	1.08559	1.5922	0.940848	0.578983	0.723729	0.434238	1.80932	0.361865	1.01322	1.44746	0.50661	1.23034	1.73695	0.796102	0.144746	1.66458	0.42999	0.556722	0.381801	0.754981	0.433186	0.590769	0.482017	0.406815	0.468797	0.443438	0.520601	0.31822	0.706673	0.550484	0.423975	0.541866	0.717351	0.326452	0.489144	0.374338	0.608185	0.526649	0.399215	0.297436	0.504632	0.382406	0.381048	0.469737	0.410298	0.573034	0.561822	0.335004	0.643032	0.479511	0.397125	0.287031	0.465104	0.453188	0.455171	0.440428	0.388545	0.321613	0.759972	0.414397	0.422621	0.576995	0.590999	0.473328	0.524105	0.507064	0.624103	0.517532	0.674316	0.546834	0.664535	0.466576	0.602338	0.535094	0.332998	0.61397	0.410679	0.350446	0.548547	0.294149	0.710933	0.43021	0.518835	0.330198	0.520868	0.269168	0.596795	0.499202	0.414902	0.534899	0.601147	0.583548	0.36621	0.296508	0.453082	0.481482	0.562103	0.632082	0.348541	0.224616	0.466018	0.460642	0.440241	0.722872	0.464628	0.546686	0.595129	0.467423	0.551053	0.36791	0.45874	0.483491	0.343271	0.510507	0.311346	0.409638
